projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end
《力量》再創百年歷史，天寶聖道宮修繕特急,北投天寶聖道宮,4250.0,250.0,https://www.zeczec.com/projects/tianbaoshengdaotemple,"捐一磚蓋平安，疊一瓦求一福。讓我們凝聚力量，讓信仰不被瓦解。協助50年老廟再創百年歷史！,zeczec",26 天,2022/09/21 20:00 – 2022/11/20 02:00,2022/09/21 20:00:00,2022/11/20 02:00:00
❝ 𝘿𝙤𝙪𝙗𝙡𝙚 𝘽𝙤𝙭 蒸氣微波保鮮盒 ❞ 保鮮 - 料理 - 上桌，一步到位！,LiFE RiCH 富川創造,8143822.0,2950.0,https://www.zeczec.com/projects/double-box,"LiFE RiCH 富川創造全新力作！延續「可微波不鏽鋼」專利結構，結合獨家「蒸氣微波」技術，並升級氣密防漏、防燙隔熱、三款容量設計，讓保鮮、料理、上桌，一步到位！,zeczec",22 天,2022/09/21 12:00 – 2022/11/15 23:59,2022/09/21 12:00:00,2022/11/15 23:59:00
2023 慢慢日曆 | 慢慢過，每天都是好日子 ◖365天的日常漫活提案，最療癒的手繪圖文日曆◗,來福小日子 ｜萊柏思文創有限公司,487740.0,899.0,https://www.zeczec.com/projects/simple-life,"生活需要紓壓，日常需要儀式感。讓我們陪你，一起療癒，慢慢過。,zeczec",7 天,2022/09/21 12:00 – 2022/10/31 23:59,2022/09/21 12:00:00,2022/10/31 23:59:00
《星躍物語Star Leaping Story》台灣一人獨立製作 | 原創衝刺闖關的趣味玩法，一款挑戰你操作極限的遊戲！一起來場星球冒險吧！,ZerovHao,74549.0,150.0,https://www.zeczec.com/projects/star-leaping-story,"個人獨立開發PC單機遊戲，從軟體、美術、音樂、劇情設定及過場演出皆由一人製作，深受喜愛的獨立遊戲啟發，希望能製作出帶給大家歡樂與感動的作品！《星躍物語》已完成DEMO版本，歡迎各位試玩！,zeczec",27 天,2022/09/21 12:00 – 2022/11/20 23:59,2022/09/21 12:00:00,2022/11/20 23:59:00
【RYUU 快拆小包】優雅俐落，陪你流轉於都市之間,RYUU,1662111.0,1580.0,https://www.zeczec.com/projects/ryuu,"告別翻找，極速、便利、時尚，你唯一需要的隨身小包！,zeczec",11 天,2022/09/20 21:00 – 2022/11/05 02:00,2022/09/20 21:00:00,2022/11/05 02:00:00
你愛喝酒 那你懂酒嗎？｜《醉的有理》2023酒醉日曆,下班族,1161872.0,849.0,https://www.zeczec.com/projects/jiuzuirili,"這是一本沒有要讓你2023清醒的日曆(*^_^*),zeczec",15 天,2022/09/20 21:00 – 2022/11/08 23:59,2022/09/20 21:00:00,2022/11/08 23:59:00
《河流》身心靈療癒誌｜不只是一份紙本月刊，而是一個匯聚美好能量的療癒多媒體，一個共學共好的身心靈平台！這世界不需要再一本八卦雜誌、再一個八卦節目，但需要這樣一個愛的視角，懇請支持「河流心傳媒」！,《河流》身心靈療癒誌,296140.0,16800.0,https://www.zeczec.com/projects/river2021,"《河流．身心靈療癒誌》滿週歲了，感謝去年嘖嘖支持我們創刊，這一年來我們為大家做了好多！河流從誕生到努力長這麼大，真是個奇蹟！我們還有更多的愛和夢想等著實現，邀請您繼續跟著我們～走這條河流！,zeczec",22 天,2022/09/20 10:00 – 2022/11/15 23:59,2022/09/20 10:00:00,2022/11/15 23:59:00
一DAY一辱 2023 乳滑日曆,習維尼,29715.0,426.0,https://www.zeczec.com/projects/day,"《一DAY一辱 2023 乳滑日曆》用詼諧 / 調侃 / 反諷的方式，記錄中國的匪夷所思；身為傲嬌的炎黃子孫，你應該要將每一次的辱華事件銘記在心，化悲憤為力量，一起努力光耀我大中華！,zeczec",13 天,2022/09/19 21:00 – 2022/11/06 23:59,2022/09/19 21:00:00,2022/11/06 23:59:00
《新蘇富比葡萄酒百科全書》｜葡萄酒界權威之作，發行 35 年首度推出中文版！,國家地理,1389143.0,4380.0,https://www.zeczec.com/projects/The-New-Sothebys-Wine-Encyclopedia,"《蘇富比葡萄酒百科全書》是WSET世界品酒師證照和CMS侍酒師考試的指定讀物，1988年由DK發行首版（480頁），改版後更名為《新蘇富比葡萄酒百科全書》，現在這本是2020年第六版，內容增加到...,zeczec",7 天,2022/09/19 20:00 – 2022/10/31 23:59,2022/09/19 20:00:00,2022/10/31 23:59:00
2023【每天都想史】手撕日曆｜輕鬆就讀撕歷大學，進入每曆新史界！,每天都想史有限公司,15778406.0,960.0,https://www.zeczec.com/projects/deadeveryday,"讓人每天開心讀歷史的神秘魔法！是百萬 YouTuber HOOK 燃燒體內的金木水火土，用對歷史滿滿的愛製作而成的日曆～♪,zeczec",7 天,2022/09/18 12:00 – 2022/10/31 23:59,2022/09/18 12:00:00,2022/10/31 23:59:00
2023 繪本插畫月曆－「我們不只可愛，還要熱熱鬧鬧！」,Niko Lee,40810.0,660.0,https://www.zeczec.com/projects/calendar2023_nikolee,"繪本風格的美麗插畫，結合月曆的形式融入於生活，讓大家能夠享受一邊欣賞插畫、一邊尋找彩蛋的樂趣！,zeczec",6 天,2022/09/16 22:00 – 2022/10/30 23:59,2022/09/16 22:00:00,2022/10/30 23:59:00
2023 明想正念日曆 Bit By Bit Calendar｜用日復一日的美好・切換內心的開關,dxpresso,731180.0,820.0,https://www.zeczec.com/projects/dxpresso-bit-by-bit-calendar,"給初學者的正念日曆，透過365天明想每日提醒 + 每日療癒圖形，讓大腦進入短暫的正念狀態、消除眼睛疲勞，陪你一點一滴的累積，一天比一天進步！,zeczec",35 天,2022/09/16 12:00 – 2022/11/28 23:59,2022/09/16 12:00:00,2022/11/28 23:59:00
Science X Life 台東國小科學營志工活動,Science X Life 科學人生,11000.0,1000.0,https://www.zeczec.com/projects/science-x-life2,"我們是薇閣高中的學生，每年的寒暑假，我們會固定到偏鄉小學帶著小朋友們做科學實驗，教導他們課外的自然知識，激發小朋友們對科學的熱情。,zeczec",6 天,2022/09/16 00:00 – 2022/10/30 23:59,2022/09/16 00:00:00,2022/10/30 23:59:00
原木肖楠鋼筆組,木筆家,3600.0,3600.0,https://www.zeczec.com/projects/woodenpenhome,"高級原木肖楠製作的鋼筆和血木筆盒,zeczec",6 天,2022/09/15 21:00 – 2022/10/30 23:59,2022/09/15 21:00:00,2022/10/30 23:59:00
【ULANI 永恆曆 ∞】世界第一款「彩色電子紙」桌曆，把時間變成喜歡的樣子！,ULANI,8360255.0,2480.0,https://www.zeczec.com/projects/ulani,"日/月/年曆一鍵變換，不「紙」擺脫用完即撕的浪費，還能藍牙連線同步數位行事曆！不必再每年買用完即丟的日曆，這台陪你年復一年到永恆～ ,zeczec", 36 小時,2022/09/13 12:00 – 2022/10/26 02:00,2022/09/13 12:00:00,2022/10/26 02:00:00
KAVi 翻轉咖啡杯｜一杯搞定所有器具，跳脫日常框架、翻轉無限”饗嚮”,錦明實業股份有限公司,949626.0,1410.0,https://www.zeczec.com/projects/viida-kavi,"小孩才作選擇，今天喝什麼我說了算！隱身於隨行杯裡的飲品特調 Bar，讓你再忙都能輕鬆享有手作飲品的好滋味及樂趣味！,zeczec",20 天,2022/09/13 10:30 – 2022/11/13 23:59,2022/09/13 10:30:00,2022/11/13 23:59:00
翻轉生命的力量 -【阿恩開火車】繪本印製計畫，讓我們一起點亮重症病童的希望之光 !,喜願協會,371800.0,100.0,https://www.zeczec.com/projects/makeawish,"喜願協會希望透過印製「喜願熊圓夢系列 - 阿恩開火車」的繪本，帶您一起探索重症病童的願望旅程，及願望成真後的人生轉變；同時會將繪本捐贈給20家醫院，作為鼓勵孩子們的正面力量。,zeczec",15 天,2022/09/09 15:00 – 2022/11/08 14:59,2022/09/09 15:00:00,2022/11/08 14:59:00
黃星個人演唱會【真星愛你】,尬音樂,100169.0,800.0,https://www.zeczec.com/projects/StarHuang,"夜晚，當你仰望星空，有一顆努力閃著光芒的星星，正對著你歌唱，當你接收到歌聲的那一刻，溫暖而感動。這一次，我們要一起進入銀河，一起沉浸在黃星的歌聲中，一起被音樂催眠，一起幸福!,zeczec",6 天,2022/09/07 20:00 – 2022/10/30 23:59,2022/09/07 20:00:00,2022/10/30 23:59:00
酷Bi 錶帶扣,艾爾森行動科技,1396.0,329.0,https://www.zeczec.com/projects/elsonmobile,"酷Bi 錶帶扣-不限廠牌扣上非金屬錶帶即可使用，隨手支付便利快速,zeczec",7 天,2022/09/07 12:00 – 2022/10/31 23:59,2022/09/07 12:00:00,2022/10/31 23:59:00
2023｜兔兔高升｜貓日曆 - 和貓咪一起天天好心情，享受好運氣！,HANK MAX STUDIO,4540842.0,1490.0,https://www.zeczec.com/projects/catflip2023,"你知道兔年（卯年）也是貓咪年嗎？2023 和貓貓一起兔兔高升吧！*ΦωΦ)ノ,zeczec",7 天,2022/09/07 11:50 – 2022/11/01 02:00,2022/09/07 11:50:00,2022/11/01 02:00:00
倒數3天【葉添YeTech｜匠人級收納雙刀組】是刀盒也是砧板，刀具 / 砧板 / 收納 / 攜帶 4in1，戶外廚房10秒帶出門！,葉添 YeTech Craft,5232530.0,4150.0,https://www.zeczec.com/projects/yetech-2022,"台灣百年製刀品牌「葉添」專為戶外露營打造「攜帶型專業廚刀組」。 結合VG10頂級鋼材雙刀、砧板、磁吸收納設計、透氣提袋為一體，一個包陪你上山下海，10秒即可外帶行動廚房，到哪都能大展廚藝！,zeczec",3 天,2022/09/06 21:00 – 2022/10/27 23:59,2022/09/06 21:00:00,2022/10/27 23:59:00
飲酷杯 Inst. Cool ｜ 拿起就喝、自動關蓋，騎車、日常萬用飲料杯 ,飲酷杯 Inst. Cool,669400.0,839.0,https://www.zeczec.com/projects/incoolcup,"放下藏吸管，拿起一秒喝。成為馬路上最快喝到乾淨飲料的人。專利設計、全球唯一單手就能藏吸管的環保杯。,zeczec",37 天,2022/09/06 21:00 – 2022/11/30 23:59,2022/09/06 21:00:00,2022/11/30 23:59:00
【圓形立杯架】個人專屬杯架，辦公室、浴室、書房，杯架+珪藻土杯墊的專利設計,歐士,3533.0,218.0,https://www.zeczec.com/projects/oshi_cup_holder,"鋁合金立杯架的簡化版本，輕鬆的入手價格，生活中必需有的好產品。,zeczec",6 天,2022/09/06 15:00 – 2022/10/30 23:59,2022/09/06 15:00:00,2022/10/30 23:59:00
小墨曆｜2023 書法水墨學習日曆 feat.學見書房,小墨器 Hsiao Mo Chi,515445.0,890.0,https://www.zeczec.com/projects/Hsiao-mo-li,"2023 年，一起來個美字訓練！ 讓你從小學畢業後重新愛上書法的日曆 ,zeczec",17 天,2022/09/01 21:00 – 2022/11/10 02:59,2022/09/01 21:00:00,2022/11/10 02:59:00
日日有影 2023｜生活是電影的本質，電影是生活的淬鍊 ―― 電影日曆陪伴你的 2023 年,釀電影,2665731.0,980.0,https://www.zeczec.com/projects/amovieaday,"12 位台灣插畫家，與近百位電影人、影評、作家聯手，讓你的 365 天都有電影相伴。,zeczec",7 天,2022/08/31 21:00 – 2022/10/31 23:59,2022/08/31 21:00:00,2022/10/31 23:59:00
《用智慧的鑰匙打開每一天》2023 黃金名言日曆｜每日一句人生智慧，開啟生命之光,格林文化,341546.0,756.0,https://www.zeczec.com/projects/grimmpress-2,"讓365位真實英雄、365句金句，陪伴您在充滿未知的2023年，找到指引、大步向前，為生命課題找到可能的解答。,zeczec",7 天,2022/08/31 12:05 – 2022/10/31 23:59,2022/08/31 12:05:00,2022/10/31 23:59:00
✶LIGHtogo 最強殺菌神器✶ 100%安全無顧慮！,長虹光電,507983.0,1300.0,https://www.zeczec.com/projects/lightogo-uvc,"車用UVC殺菌燈強勢來襲， 超懶人神器３步驟輕鬆安裝，隨車內空調出風98.4%滅毒殺菌！從最根本源頭持續有效循環滅菌！九大特色全面淨化車內空間，司機乘客都安心！,zeczec",37 天,2022/08/31 12:00 – 2022/11/30 23:59,2022/08/31 12:00:00,2022/11/30 23:59:00
【超Q絕美默娘女神公仔】保庇平安又可愛療癒,默娘姊姊正能量無限大 X INFFINI吾現愛,734450.0,1080.0,https://www.zeczec.com/projects/moniangsister768268,"台灣插畫家Love Star創作的【默娘姊姊】角色，不論在LINE貼圖活潑的造型廣受歡迎，各種造型的小媽祖化身可愛Q版公仔，希望帶給大家滿滿正能量!,zeczec",6 天,2022/08/30 12:00 – 2022/10/31 02:00,2022/08/30 12:00:00,2022/10/31 02:00:00
【2022 德國 iDventure 全新益智密室逃脫遊戲盒 】魔法 vs 科學 | 史詩級的對決！挑戰你的大腦極限！,Amodas,994930.0,3280.0,https://www.zeczec.com/projects/cluebox-v-s,"我們把實境密室逃脫縮小了，德國iDventure全新設計，在工程力學、謎語巧思及材料運用上的突破，不靠運氣全憑你的邏輯智慧！,zeczec",6 天,2022/08/30 11:32 – 2022/10/31 02:00,2022/08/30 11:32:00,2022/10/31 02:00:00
Musical World冉天豪音樂劇合唱作品募資計畫,台中室內合唱團,253052.0,1150.0,https://www.zeczec.com/projects/musical-world,"由台中室內合唱團攜手合唱、音樂劇跨界才子冉天豪，共同推出台灣第一組音樂劇合唱樂譜，讓台灣音樂劇在華人世界引領風潮，也讓全世界看到台灣音樂藝術文化的實力。,zeczec",20 天,2022/08/29 10:00 – 2022/11/13 22:00,2022/08/29 10:00:00,2022/11/13 22:00:00
【Ardea Alba 白鷺風雨衣】為台灣女性打造，最美的百岳級風雨衣,Fagaceae Taiwan,1216751.0,4940.0,https://www.zeczec.com/projects/ArdeaAlba-Jacket,"百岳等級機能，加上極簡時尚美學，孕育最美百岳級風雨衣！募資限定價不到5,000元，相較價格通常破萬的戶外大牌，更加務實可負擔；規格與價格，從此不必兩難：）,zeczec",7 天,2022/08/25 12:00 – 2022/10/31 23:59,2022/08/25 12:00:00,2022/10/31 23:59:00
『 日本 amadana ｜16L 極靜高效除濕機 』 - 日本美學 一級能效 16L 除濕機,amadana,2763561.0,8580.0,https://www.zeczec.com/projects/amadana-16l,"日式極簡『 16L 除濕機』，大除濕量，40%-80% 濕度符合環境需求！45dB靜音除濕，安心舒適！一級能效，還能自行申請1200元補助喔！,zeczec",6 天,2022/08/23 12:00 – 2022/10/31 02:00,2022/08/23 12:00:00,2022/10/31 02:00:00
日本製JAPAN99~絆~口罩 | 99.8%的抗病毒 ・12小時長時間戴佩OK・超立體設計的空間，讓您呼吸順暢!,japan99masuku,38362.0,467.0,https://www.zeczec.com/projects/japan99masuku,"來自日本鳥取縣製造的口罩，為了使呼吸更加順暢，並且可以長時間配戴，超立體空間的設計讓您在與人交談時，輕鬆自如!,zeczec",24 天,2022/08/17 12:00 – 2022/11/17 23:59,2022/08/17 12:00:00,2022/11/17 23:59:00
【東龍嚴選】享淨淨 | 冰溫熱逆滲透淨飲機，六段智能溫控 ‧ 生水過濾 ‧ 自動生成富氫水,東龍家電,735890.0,13800.0,https://www.zeczec.com/projects/TE-521i,"東龍家電嚴選桌上型免安裝過濾淨水器，一鍵出水、3秒瞬熱，同時享有六段智能溫控及富氫水功能，無須拉線安裝，即插即用空間自由。,zeczec",7 天,2022/08/09 20:00 – 2022/10/31 23:59,2022/08/09 20:00:00,2022/10/31 23:59:00
𝙈𝙞𝙟𝙞𝙡𝙮 𝘼𝙞𝙧 大氣涼拖鞋｜𝟭 鞋 𝟰 穿的機能神拖 - 急反彈、強支撐、超耐走！,Mijily 米吉利循環鞋履,5677485.0,1680.0,https://www.zeczec.com/projects/mijily-air,"這是『史上第一雙大氣控壓的涼拖鞋！』兼具四種鞋面穿法、吊掛收納、耐磨止滑、專利高支撐鞋體，同時輕盈舒適且可回收的休閒涼拖鞋。Mijily 不只賣鞋，我們更注重售後的回收機制！,zeczec",7 天,2022/08/03 12:00 – 2022/10/31 23:59,2022/08/03 12:00:00,2022/10/31 23:59:00
「Hello Happy 快樂喵日子！」2023漫畫日曆募資出版｜365張漫畫及遊戲帶給你天天好心情！,小雪,162010.0,490.0,https://www.zeczec.com/projects/happy2023,"365張可愛的Happy漫畫、益智小遊戲、貓哲學及趣味翻翻圖漫幫你紓解每日生活壓力、營造親子樂趣！,zeczec",7 天,2022/08/01 00:00 – 2022/10/31 23:59,2022/08/01 00:00:00,2022/10/31 23:59:00
⟨⟨社群慌原⟩⟩世新大學108級資訊傳播學系畢業專題成果展|募資計畫,社群慌原,6650.0,100.0,https://www.zeczec.com/projects/socialemo108,"社群慌原是由五名世新大學資訊傳播學系的學生所組成，希望能透過所學協助創作者將所遇見的心理危機有所化解，並期望閱聽人對於新媒體生態現況有更深的了解和省思。,zeczec",7 天,2022/07/30 23:59 – 2022/10/31 23:59,2022/07/30 23:59:00,2022/10/31 23:59:00
Drinker 醉客包｜背包界的陳年酒桶，讓你隨時隨地享受品飲，來場醉客之旅！,Stella Forza 本革九號製所,1037260.0,6120.0,https://www.zeczec.com/projects/drinker-wine-bag,"酒桶造型餐酒袋精緻有型，三種攜帶方式：手提、側背、後背讓你輕鬆袋酒出門。採用義大利頭層牛皮拼接油蠟帆布，讓城市型男們能隨時隨地品飲微醺，背上醉客包一起成為最時尚的Drinker！,zeczec",2 天,2022/07/28 21:00 – 2022/10/27 02:00,2022/07/28 21:00:00,2022/10/27 02:00:00
Flōt 舒眠浮樂枕 ｜體驗可調式：物理牽引+漂浮舒壓，雙重舒眠享受的超級機能枕,Jolie有點酷,1624670.0,2480.0,https://www.zeczec.com/projects/trippal-flot,"全面破解惡性循環的失眠魔咒！全球首款~可彈性調整～完美整合「物理微牽引」、「飄浮輕舒壓」、「革新專利材料」與 「全方位人體工學」的精品級舒壓機能枕！,zeczec",9 天,2022/07/12 21:00 – 2022/11/03 02:00,2022/07/12 21:00:00,2022/11/03 02:00:00
,,,,https://www.zeczec.com/projects/beauty-device,,,,,
,,,,https://www.zeczec.com/projects/sleepytofu-sofa,,,,,
,,,,https://www.zeczec.com/projects/iminidv-x4,,,,,
,,,,https://www.zeczec.com/projects/guardamper,,,,,
,,,,https://www.zeczec.com/projects/lovingfamily,,,,,
,,,,https://www.zeczec.com/projects/wonderbook,,,,,
,,,,https://www.zeczec.com/projects/apolnus,,,,,
,,,,https://www.zeczec.com/projects/kakalight,,,,,
,,,,https://www.zeczec.com/projects/the-forever-tee,,,,,
,,,,https://www.zeczec.com/projects/yomaomao2023calendar,,,,,
,,,,https://www.zeczec.com/projects/zodiac-teacheryu-calendar-2023,,,,,
,,,,https://www.zeczec.com/projects/travel365,,,,,
,,,,https://www.zeczec.com/projects/jdor,,,,,
,,,,https://www.zeczec.com/projects/go-stand,,,,,
,,,,https://www.zeczec.com/projects/MarknMary2023,,,,,
,,,,https://www.zeczec.com/projects/satto,,,,,
,,,,https://www.zeczec.com/projects/anan,,,,,
,,,,https://www.zeczec.com/projects/atube,,,,,
,,,,https://www.zeczec.com/projects/withering-calendar-2023,,,,,
,,,,https://www.zeczec.com/projects/o-miti-all-in-one,,,,,
,,,,https://www.zeczec.com/projects/good-chicken-calendar-2023,,,,,
,,,,https://www.zeczec.com/projects/coobee,,,,,
,,,,https://www.zeczec.com/projects/logitech-edu,,,,,
,,,,https://www.zeczec.com/projects/HelloLazy,,,,,
,,,,https://www.zeczec.com/projects/holdu,,,,,
,,,,https://www.zeczec.com/projects/dongherb2023,,,,,
,,,,https://www.zeczec.com/projects/showtime,,,,,
,,,,https://www.zeczec.com/projects/raz-multistand,,,,,
,,,,https://www.zeczec.com/projects/swee-zhezhe2022,,,,,
,,,,https://www.zeczec.com/projects/pilmoa,,,,,
,,,,https://www.zeczec.com/projects/infinite-air-12,,,,,
,,,,https://www.zeczec.com/projects/snails,,,,,
,,,,https://www.zeczec.com/projects/hdh-iris,,,,,
,,,,https://www.zeczec.com/projects/yourbonex,,,,,
,,,,https://www.zeczec.com/projects/cozymax-bambi,,,,,
,,,,https://www.zeczec.com/projects/hlt-quilt,,,,,
,,,,https://www.zeczec.com/projects/ATC-2022,,,,,
,,,,https://www.zeczec.com/projects/ai-xi-shou,,,,,
,,,,https://www.zeczec.com/projects/hao-rong-yi,,,,,
,,,,https://www.zeczec.com/projects/logitech-PC,,,,,
,,,,https://www.zeczec.com/projects/htvront,,,,,
,,,,https://www.zeczec.com/projects/dosuncg135,,,,,
,,,,https://www.zeczec.com/projects/HealingAngel,,,,,
,,,,https://www.zeczec.com/projects/coca-koala-2,,,,,
,,,,https://www.zeczec.com/projects/thecircularproject,,,,,
,,,,https://www.zeczec.com/projects/meca,,,,,
,,,,https://www.zeczec.com/projects/MiuChCalendar,,,,,
,,,,https://www.zeczec.com/projects/oigen-cookware,,,,,
,,,,https://www.zeczec.com/projects/storywear_Kurt,,,,,
,,,,https://www.zeczec.com/projects/chop-chop,,,,,
,,,,https://www.zeczec.com/projects/wildaidoceanbox,,,,,
,,,,https://www.zeczec.com/projects/timeisland,,,,,
,,,,https://www.zeczec.com/projects/GF-blackbeans,,,,,
,,,,https://www.zeczec.com/projects/today-is-today,,,,,
,,,,https://www.zeczec.com/projects/iyokogyoshostone,,,,,
,,,,https://www.zeczec.com/projects/goldenspine,,,,,
,,,,https://www.zeczec.com/projects/formosan-creatures-CarDiffuser,,,,,
,,,,https://www.zeczec.com/projects/taiwanballetcompanyperformance,,,,,
,,,,https://www.zeczec.com/projects/cingtravel2023,,,,,
,,,,https://www.zeczec.com/projects/Coffeehouse,,,,,
,,,,https://www.zeczec.com/projects/show-fun-box,,,,,
,,,,https://www.zeczec.com/projects/cemento-hana,,,,,
,,,,https://www.zeczec.com/projects/Little-blue-first-time,,,,,
,,,,https://www.zeczec.com/projects/bunny-island,,,,,
,,,,https://www.zeczec.com/projects/linlibio-kombucha,,,,,
,,,,https://www.zeczec.com/projects/dinos_beauty,,,,,
,,,,https://www.zeczec.com/projects/zibi-t,,,,,
,,,,https://www.zeczec.com/projects/MeowWWWu2023,,,,,
,,,,https://www.zeczec.com/projects/Treasure,,,,,
,,,,https://www.zeczec.com/projects/ampm-24-i-chun-chou,,,,,
,,,,https://www.zeczec.com/projects/Jin,,,,,
,,,,https://www.zeczec.com/projects/mysigcatG2,,,,,
,,,,https://www.zeczec.com/projects/floraldiary2023,,,,,
,,,,https://www.zeczec.com/projects/Fengtian,,,,,
,,,,https://www.zeczec.com/projects/fourguys,,,,,
,,,,https://www.zeczec.com/projects/puffdarling,,,,,
,,,,https://www.zeczec.com/projects/ring-fit-holder-neo,,,,,
,,,,https://www.zeczec.com/projects/chensenmei,,,,,
,,,,https://www.zeczec.com/projects/taiwan-arts-festival,,,,,
,,,,https://www.zeczec.com/projects/BAGANDEARTH,,,,,
,,,,https://www.zeczec.com/projects/greenjason202201,,,,,
,,,,https://www.zeczec.com/projects/lucoffee02,,,,,
,,,,https://www.zeczec.com/projects/JWP-socks,,,,,
,,,,https://www.zeczec.com/projects/LAS,,,,,
,,,,https://www.zeczec.com/projects/capstone-project-documentary-SEARCHING,,,,,
,,,,https://www.zeczec.com/projects/i-112-x,,,,,
,,,,https://www.zeczec.com/projects/Pro7hole-DtonAltoFunFlute,,,,,
,,,,https://www.zeczec.com/projects/lighthouse-calendar,,,,,
,,,,https://www.zeczec.com/projects/withwood,,,,,
,,,,https://www.zeczec.com/projects/apac,,,,,
,,,,https://www.zeczec.com/projects/fu-you-fu-fen,,,,,
,,,,https://www.zeczec.com/projects/aqualoop-tablet,,,,,
,,,,https://www.zeczec.com/projects/chen-mo-wei-dian-ying-zhi-zuo,,,,,
,,,,https://www.zeczec.com/projects/tosee,,,,,
,,,,https://www.zeczec.com/projects/wu-hu-ai-zai,,,,,
,,,,https://www.zeczec.com/projects/minize-2023,,,,,
,,,,https://www.zeczec.com/projects/LifeofMagic,,,,,
,,,,https://www.zeczec.com/projects/sussi-massage-eyemask,,,,,
,,,,https://www.zeczec.com/projects/i-moto-bt-finger,,,,,
,,,,https://www.zeczec.com/projects/hurien,,,,,
